Name,Collection,Rarity,Float,PriceCents,StatTrak
UMP-45 | Plastique,The CS20 Collection,restricted,0.112865984298,,false
P250 | Inferno,The CS20 Collection,restricted,0.402856072518,,false
P250 | Inferno,The CS20 Collection,restricted,0.542583623811,,false
Five-SeveN | Buddy,The CS20 Collection,restricted,0.220396525680,,false
Tec-9 | Red Quartz,The Train Collection,restricted,0.236112223478,,false
Tec-9 | Red Quartz,The Train Collection,restricted,0.264256376763,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.845205116014,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.667560622755,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.520942886342,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.628600887520,,false
