Name,Collection,Rarity,Float,PriceCents,StatTrak
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.704154907717,,false
MAG-7 | Praetorian,The Wildfire Collection,restricted,0.335258966480,,false
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.310781208079,,false
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.733535886697,,false
FAMAS | Valence,The Wildfire Collection,restricted,0.182820293009,,false
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.344510168897,,false
AWP | Pit Viper,The Italy Collection,restricted,0.436910070315,,false
AWP | Pit Viper,The Italy Collection,restricted,0.163717935111,,false
AWP | Pit Viper,The Italy Collection,restricted,0.208037246871,,false
P90 | Blind Spot,The eSports 2013 Winter Collection,restricted,0.189101222215,,false
