Name,Collection,Rarity,Float,PriceCents,StatTrak
Nova | Sobek's Bite,The Anubis Collection,restricted,0.703829900236,,false
P90 | ScaraB Rush,The Anubis Collection,restricted,0.418572535679,,false
Nova | Sobek's Bite,The Anubis Collection,restricted,0.372119827880,,false
P90 | ScaraB Rush,The Anubis Collection,restricted,0.140129339208,,false
Glock-18 | Ramese's Reach,The Anubis Collection,restricted,0.491405867059,,false
P250 | X-Ray,The X-Ray Collection,restricted,0.202959370875,,false
P250 | X-Ray,The X-Ray Collection,restricted,0.049389346492,,false
P250 | X-Ray,The X-Ray Collection,restricted,0.122583572948,,false
P250 | X-Ray,The X-Ray Collection,restricted,0.100611720143,,false
CZ75-Auto | Syndicate,The 2021 Train Collection,restricted,0.238686589743,,false
