Name,Collection,Rarity,Float,PriceCents,StatTrak
Negev | Lionfish,The Clutch Collection,restricted,0.338590214919,,false
M249 | Emerald Poison Dart,The Spectrum Collection,restricted,0.250365035301,,false
UMP-45 | Scaffold,The Spectrum Collection,restricted,0.481841626267,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.517100108834,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.745025480596,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.631788964183,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.527141047368,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.467694211177,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.322712814666,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.480589910173,,false
