Name,Collection,Rarity,Float,PriceCents,StatTrak
USP-S | Cyrex,The Glove Collection,restricted,0.290583833144,,false
Glock-18 | Nuclear Garden,The 2018 Nuke Collection,restricted,0.335626988900,,false
MAG-7 | Core Breach,The 2018 Nuke Collection,restricted,0.794040560681,,false
MAG-7 | Core Breach,The 2018 Nuke Collection,restricted,0.667789368600,,false
Glock-18 | Nuclear Garden,The 2018 Nuke Collection,restricted,0.330221073761,,false
AUG | Random Access,The 2018 Nuke Collection,restricted,0.260636127562,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.368884857541,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.611962998171,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.352427183946,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.669505673867,,false
