Name,Collection,Rarity,Float,PriceCents,StatTrak
UMP-45 | Crimson Foil,The Sport & Field Collection,restricted,0.326165779908,,false
MP9 | Arctic Tri-Tone,The Sport & Field Collection,restricted,0.320376289196,,false
Five-SeveN | Heat Treated,The Sport & Field Collection,restricted,0.677498685950,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.208080403277,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.269456624819,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.776278077321,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.303950321939,,false
P250 | X-Ray,The X-Ray Collection,restricted,0.100999372130,,false
P250 | X-Ray,The X-Ray Collection,restricted,0.225185829313,,false
P250 | X-Ray,The X-Ray Collection,restricted,0.158719285087,,false
