Name,Collection,Rarity,Float,PriceCents,StatTrak
XM1014 | Black Tie,The Chroma 3 Collection,restricted,0.453155695121,,false
XM1014 | Black Tie,The Chroma 3 Collection,restricted,0.366841775469,,false
SSG 08 | Ghost Crusader,The Chroma 3 Collection,restricted,0.556245203656,,false
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.040818648971,,false
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.218971008570,,false
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.039808032153,,false
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.340789956312,,false
Five-SeveN | Heat Treated,The Sport & Field Collection,restricted,0.654114249074,,false
MP9 | Arctic Tri-Tone,The Sport & Field Collection,restricted,0.152444337628,,false
UMP-45 | Crimson Foil,The Sport & Field Collection,restricted,0.282941692859,,false
