Name,Collection,Rarity,Float,PriceCents,StatTrak
Galil AR | Crimson Tsunami,The Spectrum Collection,restricted,0.243480688720,,false
XM1014 | Seasons,The Spectrum Collection,restricted,0.243708426169,,false
UMP-45 | Scaffold,The Spectrum Collection,restricted,0.173645420965,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.481279696649,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.488558661599,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.436833488698,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.319815682918,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.552497432562,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.338347505092,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.603099289702,,false
