Name,Collection,Rarity,Float,PriceCents,StatTrak
Tec-9 | Orange Murano,The Canals Collection,industrial,0.576086588467,,false
Tec-9 | Orange Murano,The Canals Collection,industrial,0.743342767302,,false
G3SG1 | VariCamo,The Safehouse Collection,industrial,0.431017545518,,false
AUG | Condemned,The Safehouse Collection,industrial,0.140675875317,,false
UMP-45 | Carbon Fiber,The Bank Collection,industrial,0.044441398999,,false
Glock-18 | Death Rattle,The Bank Collection,industrial,0.339243904767,,false
UMP-45 | Carbon Fiber,The Bank Collection,industrial,0.074558801485,,false
Glock-18 | Death Rattle,The Bank Collection,industrial,0.241739455056,,false
Nova | Caged Steel,The Bank Collection,industrial,0.077870520029,,false
Glock-18 | Death Rattle,The Bank Collection,industrial,0.386452614858,,false
