Name,Collection,Rarity,Float,PriceCents,StatTrak
USP-S | Para Green,The Chop Shop Collection,industrial,0.326909232014,,false
Galil AR | Green Apple,The Train 2025 Collection,industrial,0.184033901130,,false
Nova | Rain Station,The Train 2025 Collection,industrial,0.085198168446,,false
P90 | Straight Dimes,The Train 2025 Collection,industrial,0.606725001474,,false
P250 | Constructivist,The Train 2025 Collection,industrial,0.080538021340,,false
CZ75-Auto | Copper Fiber,The Train 2025 Collection,industrial,0.078021949170,,false
Nova | Rain Station,The Train 2025 Collection,industrial,0.212823326899,,false
Galil AR | Green Apple,The Train 2025 Collection,industrial,0.186515832578,,false
Nova | Rain Station,The Train 2025 Collection,industrial,0.336158709394,,false
MAC-10 | Echoing Sands,The Anubis Collection,industrial,0.340179967115,,false
