Name,Collection,Rarity,Float,PriceCents,StatTrak
XM1014 | Blue Steel,The Lake Collection,industrial,0.531730940048,,false
Desert Eagle | Mudder,The Lake Collection,industrial,0.737592685034,,false
AWP | Safari Mesh,The Lake Collection,industrial,0.442999822965,,false
FAMAS | Cyanospatter,The Lake Collection,industrial,0.791553452092,,false
PP-Bizon | Night Ops,The Lake Collection,industrial,0.095638318135,,false
PP-Bizon | Night Ops,The Lake Collection,industrial,0.189147171249,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.580337936594,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.482393189224,,false
Dual Berettas | Drift Wood,The 2021 Mirage Collection,industrial,0.435001850732,,false
P90 | Verdant Growth,The 2021 Mirage Collection,industrial,0.309169340324,,false
