Name,Collection,Rarity,Float,PriceCents,StatTrak
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.066314671532,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.900138009260,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.441106828939,,false
FAMAS | Half Sleeve,The Sport & Field Collection,industrial,0.376408697430,,false
MAG-7 | Wildwood,The Sport & Field Collection,industrial,0.177454046803,,false
MAC-10 | Candy Apple,The Train Collection,industrial,0.218788489084,,false
P250 | Metallic DDPAT,The Train Collection,industrial,0.052586829968,,false
MAG-7 | Metallic DDPAT,The Train Collection,industrial,0.029392540167,,false
M4A4 | Urban DDPAT,The Train Collection,industrial,0.573704431482,,false
P250 | Metallic DDPAT,The Train Collection,industrial,0.031198912492,,false
