Name,Collection,Rarity,Float,PriceCents,StatTrak
M4A4 | Urban DDPAT,The Train Collection,industrial,0.699291756017,,false
PP-Bizon | Night Ops,The Lake Collection,industrial,0.215514633476,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.560648734601,,false
AWP | Safari Mesh,The Lake Collection,industrial,0.399184760816,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.388542641644,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.089133533764,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.283106338972,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.785007888774,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.728784901068,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.294306839829,,false
