Name,Collection,Rarity,Float,PriceCents,StatTrak
CZ75-Auto | Copper Fiber,The Train 2025 Collection,industrial,0.205068656082,,false
AUG | Steel Sentinel,The Train 2025 Collection,industrial,0.652983587431,,false
AUG | Steel Sentinel,The Train 2025 Collection,industrial,0.734347952772,,false
Tec-9 | Tiger Stencil,The Sport & Field Collection,industrial,0.305219239756,,false
Tec-9 | Tiger Stencil,The Sport & Field Collection,industrial,0.193349154771,,false
MAG-7 | Wildwood,The Sport & Field Collection,industrial,0.194530238085,,false
MAG-7 | Wildwood,The Sport & Field Collection,industrial,0.428429082932,,false
AK-47 | Olive Polycam,The Sport & Field Collection,industrial,0.377729693967,,false
FAMAS | Half Sleeve,The Sport & Field Collection,industrial,0.453085633723,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.287926984004,,false
