Name,Collection,Rarity,Float,PriceCents,StatTrak
Tec-9 | VariCamo,The Dust 2 Collection,industrial,0.282031457934,,false
AK-47 | Safari Mesh,The Dust 2 Collection,industrial,0.858878762498,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.192454231745,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.191413616877,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.281196117949,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.616833100520,,false
SSG 08 | Azure Glyph,The Anubis Collection,industrial,0.704971064972,,false
USP-S | Desert Tactical,The Anubis Collection,industrial,0.306113748517,,false
MAC-10 | Echoing Sands,The Anubis Collection,industrial,0.370062491456,,false
MAC-10 | Echoing Sands,The Anubis Collection,industrial,0.235852347499,,false
