Name,Collection,Rarity,Float,PriceCents,StatTrak
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.283236388929,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.867508751288,,false
MP9 | Orange Peel,The Safehouse Collection,industrial,0.638711348607,,false
Galil AR | VariCamo,The Safehouse Collection,industrial,0.146589323665,,false
USP-S | Forest Leaves,The Safehouse Collection,industrial,0.370991449074,,false
MP9 | Orange Peel,The Safehouse Collection,industrial,0.705300938936,,false
Galil AR | VariCamo,The Safehouse Collection,industrial,0.352879091224,,false
AUG | Condemned,The Safehouse Collection,industrial,0.675665793437,,false
Five-SeveN | Withered Vine,The 2021 Dust 2 Collection,industrial,0.209873044012,,false
AUG | Spalted Wood,The 2021 Dust 2 Collection,industrial,0.281238512615,,false
