Name,Collection,Rarity,Float,PriceCents,StatTrak
P250 | Gunsmoke,The Inferno Collection,industrial,0.649362339577,,false
P250 | Gunsmoke,The Inferno Collection,industrial,0.300260828591,,false
M4A4 | Tornado,The Inferno Collection,industrial,0.276147659335,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.102562519679,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.459618657834,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.290605361859,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.434294696099,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.358082564762,,false
MAC-10 | Silver,The Bank Collection,industrial,0.028978875901,,false
MAC-10 | Silver,The Bank Collection,industrial,0.037090486885,,false
