Name,Collection,Rarity,Float,PriceCents,StatTrak
Desert Eagle | Night,The Chop Shop Collection,industrial,0.632615653714,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.365356359081,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.837284588742,,false
AUG | Spalted Wood,The 2021 Dust 2 Collection,industrial,0.145800290085,,false
P90 | Ash Wood,The Train Collection,industrial,0.214791307641,,false
P250 | Metallic DDPAT,The Train Collection,industrial,0.054441921086,,false
MAG-7 | Metallic DDPAT,The Train Collection,industrial,0.028061109151,,false
MAC-10 | Candy Apple,The Train Collection,industrial,0.136842679154,,false
MAC-10 | Candy Apple,The Train Collection,industrial,0.226580157660,,false
M4A4 | Urban DDPAT,The Train Collection,industrial,0.827887699773,,false
