Name,Collection,Rarity,Float,PriceCents,StatTrak
USP-S | Para Green,The Chop Shop Collection,industrial,0.448472993150,,false
AWP | Safari Mesh,The Lake Collection,industrial,0.767062523224,,false
AWP | Safari Mesh,The Lake Collection,industrial,0.554884969397,,false
Nova | Caged Steel,The Bank Collection,industrial,0.040052533326,,false
Glock-18 | Death Rattle,The Bank Collection,industrial,0.446355883363,,false
G3SG1 | Green Apple,The Bank Collection,industrial,0.262718268466,,false
UMP-45 | Carbon Fiber,The Bank Collection,industrial,0.085387570407,,false
Nova | Caged Steel,The Bank Collection,industrial,0.050260727710,,false
Glock-18 | Death Rattle,The Bank Collection,industrial,0.264617617542,,false
Glock-18 | Death Rattle,The Bank Collection,industrial,0.347714358823,,false
