Name,Collection,Rarity,Float,PriceCents,StatTrak
Glock-18 | Death Rattle,The Bank Collection,industrial,0.274563213035,,false
Nova | Caged Steel,The Bank Collection,industrial,0.139574719835,,false
G3SG1 | Green Apple,The Bank Collection,industrial,0.068853365000,,false
MAC-10 | Silver,The Bank Collection,industrial,0.035264270857,,false
Glock-18 | Death Rattle,The Bank Collection,industrial,0.267253755530,,false
UMP-45 | Carbon Fiber,The Bank Collection,industrial,0.059533554984,,false
Nova | Caged Steel,The Bank Collection,industrial,0.183415315320,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.230940985420,,false
P250 | Gunsmoke,The Inferno Collection,industrial,0.894424857656,,false
P250 | Gunsmoke,The Inferno Collection,industrial,0.142423632018,,false
