Name,Collection,Rarity,Float,PriceCents,StatTrak
MAC-10 | Palm,The Dust 2 Collection,industrial,0.498461203818,,false
Tec-9 | VariCamo,The Dust 2 Collection,industrial,0.326514089880,,false
MAC-10 | Palm,The Dust 2 Collection,industrial,0.709850409468,,false
Sawed-Off | Snake Camo,The Dust 2 Collection,industrial,0.730369837507,,false
MAC-10 | Silver,The Bank Collection,industrial,0.038008446577,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.225445967869,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.880308310426,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.084312751770,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.754152783083,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.170666943618,,false
