Name,Collection,Rarity,Float,PriceCents,StatTrak
Desert Eagle | Night,The Chop Shop Collection,industrial,0.990637839119,,false
Nova | Candy Apple,The Italy Collection,industrial,0.168058255028,,false
Dual Berettas | Stained,The Italy Collection,industrial,0.337384691144,,false
M4A1-S | Boreal Forest,The Italy Collection,industrial,0.330396510650,,false
M4A1-S | Boreal Forest,The Italy Collection,industrial,0.705072873581,,false
M4A1-S | Boreal Forest,The Italy Collection,industrial,0.435879262432,,false
Nova | Candy Apple,The Italy Collection,industrial,0.062085710073,,false
FAMAS | CaliCamo,The 2021 Mirage Collection,industrial,0.352113222804,,false
P90 | Verdant Growth,The 2021 Mirage Collection,industrial,0.154674277559,,false
FAMAS | CaliCamo,The 2021 Mirage Collection,industrial,0.048054995218,,false
