Name,Collection,Rarity,Float,PriceCents,StatTrak
P250 | Franklin,The Bank Collection,classified,0.140864714399,,false
P250 | Franklin,The Bank Collection,classified,0.221476334469,,false
P250 | Franklin,The Bank Collection,classified,0.214260445547,,false
P250 | Franklin,The Bank Collection,classified,0.171301765456,,false
P250 | Franklin,The Bank Collection,classified,0.248395446490,,false
P250 | Franklin,The Bank Collection,classified,0.109761819098,,false
USP-S | Monster Mashup,The Operation Broken Fang Collection,classified,0.557357115950,,false
Five-SeveN | Fairy Tale,The Operation Broken Fang Collection,classified,0.308882419762,,false
AK-47 | Frontside Misty,The Shadow Collection,classified,0.222693009101,,false
SSG 08 | Big Iron,The Shadow Collection,classified,0.454961743295,,false
