Name,Collection,Rarity,Float,PriceCents,StatTrak
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.464980083022,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.270101324212,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.362867034527,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.447102131194,,false
Dual Berettas | Twin Turbo,The 2018 Inferno Collection,classified,0.632476136509,,false
Dual Berettas | Twin Turbo,The 2018 Inferno Collection,classified,0.160550722776,,false
Dual Berettas | Twin Turbo,The 2018 Inferno Collection,classified,0.750616745817,,false
P250 | Apep's Curse,The Anubis Collection,classified,0.683636189080,,false
FAMAS | Waters of Nephthys,The Anubis Collection,classified,0.322735595755,,false
M4A4 | Tooth Fairy,The Fracture Collection,classified,0.063489197863,,false
