Name,Collection,Rarity,Float,PriceCents,StatTrak
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.275920944586,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.620764776289,,false
PP-Bizon | Bamboo Print,The Rising Sun Collection,consumer,0.650197701909,,false
P250 | Mint Kimono,The Rising Sun Collection,consumer,0.739983037967,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.396874844785,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.358442587609,,false
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,consumer,0.243789744450,,false
PP-Bizon | Bamboo Print,The Rising Sun Collection,consumer,0.483376591558,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.437227053386,,false
P250 | Mint Kimono,The Rising Sun Collection,consumer,0.481400098587,,false
