Name,Collection,Rarity,Float,PriceCents,StatTrak
P250 | Mint Kimono,The Rising Sun Collection,consumer,0.414360937005,,false
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,consumer,0.086390987504,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.590793345894,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.685304889548,,false
PP-Bizon | Bamboo Print,The Rising Sun Collection,consumer,0.485285774220,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.536575326629,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.360058690819,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.283704142187,,false
P250 | Mint Kimono,The Rising Sun Collection,consumer,0.732302182051,,false
P250 | Mint Kimono,The Rising Sun Collection,consumer,0.463329797875,,false
