Name,Collection,Rarity,Float,PriceCents,StatTrak
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,consumer,0.242006736427,,false
P250 | Mint Kimono,The Rising Sun Collection,consumer,0.737871831049,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.359834091985,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.556861980246,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.534311606502,,false
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,consumer,0.445070630245,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.048533212523,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.409069145877,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.433281379796,,false
PP-Bizon | Bamboo Print,The Rising Sun Collection,consumer,0.673289114620,,false
