Name,Collection,Rarity,Float,PriceCents,StatTrak
Desert Eagle | Night,The Chop Shop Collection,industrial,0.457539889407,,false
PP-Bizon | Night Ops,The Lake Collection,industrial,0.265025442718,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.361473169585,,false
PP-Bizon | Night Ops,The Lake Collection,industrial,0.044236663398,,false
Desert Eagle | Mudder,The Lake Collection,industrial,0.698746101640,,false
FAMAS | Cyanospatter,The Lake Collection,industrial,0.692780796015,,false
Desert Eagle | Mudder,The Lake Collection,industrial,0.614843103213,,false
FAMAS | Cyanospatter,The Lake Collection,industrial,0.752598952185,,false
PP-Bizon | Night Ops,The Lake Collection,industrial,0.105276994167,,false
AWP | Safari Mesh,The Lake Collection,industrial,0.503661729128,,false
