Name,Collection,Rarity,Float,PriceCents,StatTrak
P250 | Metallic DDPAT,The Train Collection,industrial,0.036315217389,,false
P250 | Metallic DDPAT,The Train Collection,industrial,0.026984654534,,false
M4A4 | Urban DDPAT,The Train Collection,industrial,0.665529309665,,false
P90 | Ash Wood,The Train Collection,industrial,0.384063849441,,false
MAG-7 | Metallic DDPAT,The Train Collection,industrial,0.029094367506,,false
MAG-7 | Metallic DDPAT,The Train Collection,industrial,0.034097203330,,false
SCAR-20 | Carbon Fiber,The Train Collection,industrial,0.038781241460,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.501834975883,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.311702167802,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.156122589931,,false
