Name,Collection,Rarity,Float,PriceCents,StatTrak
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.157861581840,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.227600871321,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.405409820912,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.426298136097,,false
Dual Berettas | Stained,The Italy Collection,industrial,0.679605966576,,false
P2000 | Granite Marbleized,The Italy Collection,industrial,0.286797084256,,false
XM1014 | CaliCamo,The Italy Collection,industrial,0.353537002515,,false
UMP-45 | Gunsmoke,The Italy Collection,industrial,0.648145119281,,false
M4A1-S | Boreal Forest,The Italy Collection,industrial,0.594273493344,,false
P2000 | Granite Marbleized,The Italy Collection,industrial,0.085640605663,,false
