Name,Collection,Rarity,Float,PriceCents,StatTrak
USP-S | Para Green,The Chop Shop Collection,industrial,0.395233714757,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.061434872762,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.249819591034,,false
Galil AR | Urban Rubble,The Chop Shop Collection,industrial,0.335601396471,,false
Desert Eagle | Night,The Chop Shop Collection,industrial,0.607433238181,,false
M4A4 | Urban DDPAT,The Train Collection,industrial,0.702608355667,,false
MAG-7 | Metallic DDPAT,The Train Collection,industrial,0.036168008035,,false
MAC-10 | Candy Apple,The Train Collection,industrial,0.253694409176,,false
P90 | Ash Wood,The Train Collection,industrial,0.104051378317,,false
SCAR-20 | Carbon Fiber,The Train Collection,industrial,0.073037241993,,false
