Name,Collection,Rarity,Float,PriceCents,StatTrak
M4A1-S | Nitro,The Safehouse Collection,restricted,0.215022566109,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.732305053421,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.694297889000,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.553007955149,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.211892621103,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.282065631064,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.512708370188,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.250790244914,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.475156573986,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.886328607248,,false
