Name,Collection,Rarity,Float,PriceCents,StatTrak
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.238005592068,,true
AWP | Exoskeleton,The Operation Broken Fang Collection,restricted,0.676273605052,,true
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.622920799007,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.754055950197,,true
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.652211666861,,true
AWP | Exoskeleton,The Operation Broken Fang Collection,restricted,0.304615555125,,true
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.352519929595,,true
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.586666599423,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.301873849045,,true
SSG 08 | Parallax,The Operation Broken Fang Collection,restricted,0.349369939178,,true
