Name,Collection,Rarity,Float,PriceCents,StatTrak
MAC-10 | Ensnared,The Dreams & Nightmares Collection,mil-spec,0.187684445626,,true
MAG-7 | Foresight,The Dreams & Nightmares Collection,mil-spec,0.381180848912,,true
P2000 | Lifted Spirits,The Dreams & Nightmares Collection,mil-spec,0.526948129947,,true
MAC-10 | Ensnared,The Dreams & Nightmares Collection,mil-spec,0.710864034931,,true
SCAR-20 | Poultrygeist,The Dreams & Nightmares Collection,mil-spec,0.416733398710,,true
P2000 | Lifted Spirits,The Dreams & Nightmares Collection,mil-spec,0.434517311673,,true
MAG-7 | Foresight,The Dreams & Nightmares Collection,mil-spec,0.442975756419,,true
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.710007386194,,true
MAG-7 | Foresight,The Dreams & Nightmares Collection,mil-spec,0.351553881887,,true
MAC-10 | Ensnared,The Dreams & Nightmares Collection,mil-spec,0.812050398774,,true
