Name,Collection,Rarity,Float,PriceCents,StatTrak
P2000 | Lifted Spirits,The Dreams & Nightmares Collection,mil-spec,0.607043459860,,true
MAC-10 | Ensnared,The Dreams & Nightmares Collection,mil-spec,0.685292547676,,true
MAG-7 | Foresight,The Dreams & Nightmares Collection,mil-spec,0.244060846155,,true
MAC-10 | Ensnared,The Dreams & Nightmares Collection,mil-spec,0.402641222390,,true
MAG-7 | Foresight,The Dreams & Nightmares Collection,mil-spec,0.518924525543,,true
P2000 | Lifted Spirits,The Dreams & Nightmares Collection,mil-spec,0.302547427575,,true
SCAR-20 | Poultrygeist,The Dreams & Nightmares Collection,mil-spec,0.354977180142,,true
MAG-7 | Foresight,The Dreams & Nightmares Collection,mil-spec,0.368767504836,,true
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.728542803047,,true
MAC-10 | Ensnared,The Dreams & Nightmares Collection,mil-spec,0.422960625913,,true
