Name,Collection,Rarity,Float,PriceCents,StatTrak
MP7 | Special Delivery,The Shadow Collection,restricted,0.279473591557,,true
MP7 | Special Delivery,The Shadow Collection,restricted,0.366126672160,,true
AWP | Exoskeleton,The Operation Broken Fang Collection,restricted,0.822301629730,,true
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.490217912078,,true
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.542013646049,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.272185456072,,true
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.535726280138,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.736782859593,,true
SSG 08 | Parallax,The Operation Broken Fang Collection,restricted,0.384174766509,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.131676344860,,true
