Name,Collection,Rarity,Float,PriceCents,StatTrak
P250 | Hive,The Arms Deal 2 Collection,mil-spec,0.050374041633,,true
M4A1-S | Blood Tiger,The Arms Deal 2 Collection,mil-spec,0.112741202495,,true
Tec-9 | Blue Titanium,The Arms Deal 2 Collection,mil-spec,0.037817980494,,true
FAMAS | Hexane,The Arms Deal 2 Collection,mil-spec,0.274446014156,,true
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,mil-spec,0.904687166111,,true
FAMAS | Hexane,The Arms Deal 2 Collection,mil-spec,0.242540280993,,true
P250 | Hive,The Arms Deal 2 Collection,mil-spec,0.251961804919,,true
FAMAS | Hexane,The Arms Deal 2 Collection,mil-spec,0.148870151516,,true
P250 | Hive,The Arms Deal 2 Collection,mil-spec,0.204893822983,,true
P250 | Hive,The Arms Deal 2 Collection,mil-spec,0.138216383642,,true
