Name,Collection,Rarity,Float,PriceCents,StatTrak
P2000 | Obsidian,The Shattered Web Collection,restricted,0.377918920487,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.308605681991,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.673200260479,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.564997143542,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.794842553344,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.784619549355,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.539588022860,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.268029283186,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.850658825210,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.589694385448,,false
