Name,Collection,Rarity,Float,PriceCents,StatTrak
SSG 08 | Parallax,The Operation Broken Fang Collection,restricted,0.534909540042,,true
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.412192411393,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.264677039941,,true
SSG 08 | Parallax,The Operation Broken Fang Collection,restricted,0.802760610337,,true
AWP | Exoskeleton,The Operation Broken Fang Collection,restricted,0.550942184357,,true
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.475812813031,,true
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.573061384143,,true
P250 | Inferno,The CS20 Collection,restricted,0.207943670396,,true
XM1014 | Seasons,The Spectrum Collection,restricted,0.400164074451,,true
XM1014 | Seasons,The Spectrum Collection,restricted,0.269149800303,,true
