Name,Collection,Rarity,Float,PriceCents,StatTrak
Galil AR | Stone Cold,The Shadow Collection,restricted,0.402462169734,,true
M249 | Nebula Crusader,The Shadow Collection,restricted,0.448349847540,,true
M249 | Nebula Crusader,The Shadow Collection,restricted,0.239996586504,,true
M249 | Nebula Crusader,The Shadow Collection,restricted,0.413412239308,,true
Galil AR | Stone Cold,The Shadow Collection,restricted,0.599771001631,,true
M249 | Nebula Crusader,The Shadow Collection,restricted,0.964772084539,,true
MP7 | Special Delivery,The Shadow Collection,restricted,0.460019327149,,true
M249 | Nebula Crusader,The Shadow Collection,restricted,0.569074962245,,true
P250 | Wingshot,The Shadow Collection,restricted,0.348837592326,,true
Desert Eagle | Directive,#CSGO_set_gamma_2,restricted,0.761591427957,,true
