Name,Collection,Rarity,Float,PriceCents,StatTrak
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.744003891131,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.607616147029,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.663036128404,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.581052214614,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.158912466931,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.283258714667,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.431490605458,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.743667951213,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.636619227251,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.228375930592,,false
