Name,Collection,Rarity,Float,PriceCents,StatTrak
P2000 | Obsidian,The Shattered Web Collection,restricted,0.582173066897,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.419088464051,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.587319037941,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.429995842133,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.238057266225,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.873688810637,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.441666388767,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.579123492431,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.637379376969,,false
P2000 | Obsidian,The Shattered Web Collection,restricted,0.666094439610,,false
