Name,Collection,Rarity,Float,PriceCents,StatTrak
SG 553 | Triarch,#CSGO_set_gamma_2,restricted,0.022730839448,,false
MAG-7 | Petroglyph,#CSGO_set_gamma_2,restricted,0.043196176736,,false
SG 553 | Triarch,#CSGO_set_gamma_2,restricted,0.474766841817,,false
SCAR-20 | Powercore,#CSGO_set_gamma_2,restricted,0.028322364639,,false
Desert Eagle | Directive,#CSGO_set_gamma_2,restricted,0.203057938940,,false
MAG-7 | Petroglyph,#CSGO_set_gamma_2,restricted,0.016327668457,,false
SCAR-20 | Powercore,#CSGO_set_gamma_2,restricted,0.011808947583,,false
Glock-18 | Weasel,#CSGO_set_gamma_2,restricted,0.052038652975,,false
SCAR-20 | Powercore,#CSGO_set_gamma_2,restricted,0.164026084058,,false
Desert Eagle | Directive,#CSGO_set_gamma_2,restricted,0.275584201713,,false
