Name,Collection,Rarity,Float,PriceCents,StatTrak
M4A1-S | Emphorosaur-S,The Revolution Collection,restricted,0.400000000000,,false
MAC-10 | Sakkaku,The Revolution Collection,restricted,0.732000000000,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.250000000000,,false
M4A1-S | Emphorosaur-S,The Revolution Collection,restricted,0.800000000000,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.000000000000,,false
M4A1-S | Emphorosaur-S,The Revolution Collection,restricted,0.096000000000,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.120000000000,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.250000000000,,false
P90 | Neoqueen,The Revolution Collection,restricted,0.540000000000,,false
Glock-18 | Umbral Rabbit,The Revolution Collection,restricted,0.375000000000,,false
