Name,Collection,Rarity,Float,PriceCents,StatTrak
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.234122950519,,false
SSG 08 | Parallax,The Operation Broken Fang Collection,restricted,0.207693349809,,false
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.276809575155,,false
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.272737626306,,false
AWP | Exoskeleton,The Operation Broken Fang Collection,restricted,0.049469941660,,false
SSG 08 | Parallax,The Operation Broken Fang Collection,restricted,0.171755918364,,false
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.197190812612,,false
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.008625232075,,false
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.002219013297,,false
Dual Berettas | Dezastre,The Operation Broken Fang Collection,restricted,0.282371073424,,false
