Name,Collection,Rarity,Float,PriceCents,StatTrak
P90 | Chopper,The Gamma Collection,restricted,0.210855653152,,false
AWP | Phobos,The Gamma Collection,restricted,0.174489856826,,false
Sawed-Off | Limelight,The Gamma Collection,restricted,0.045321175906,,false
AUG | Aristocrat,The Gamma Collection,restricted,0.059145648294,,false
REVOLVER | Reboot,The Gamma Collection,restricted,0.004517916478,,false
REVOLVER | Reboot,The Gamma Collection,restricted,0.210938132039,,false
P90 | Chopper,The Gamma Collection,restricted,0.146940081167,,false
AUG | Aristocrat,The Gamma Collection,restricted,0.062083576197,,false
P90 | Chopper,The Gamma Collection,restricted,0.098718484448,,false
AUG | Aristocrat,The Gamma Collection,restricted,0.017750859350,,false
