Name,Collection,Rarity,Float,PriceCents,StatTrak
P90 | Wave Breaker,The Fever Collection,restricted,0.682417218642,,false
Galil AR | Control,The Fever Collection,restricted,0.743324511640,,false
P90 | Wave Breaker,The Fever Collection,restricted,0.139117168086,,false
Galil AR | Control,The Fever Collection,restricted,0.364465715626,,false
Desert Eagle | Serpent Strike,The Fever Collection,restricted,0.200052046361,,false
TASER | Tosai,The Fever Collection,restricted,0.492544036714,,false
Nova | Rising Sun,The Fever Collection,restricted,0.726722194675,,false
Nova | Rising Sun,The Fever Collection,restricted,0.335207646429,,false
Galil AR | Control,The Fever Collection,restricted,0.491825829212,,false
Nova | Rising Sun,The Fever Collection,restricted,0.350260637846,,false
