Name,Collection,Rarity,Float,PriceCents,StatTrak
Five-SeveN | Buddy,The CS20 Collection,restricted,0.412500000000,,false
Five-SeveN | Buddy,The CS20 Collection,restricted,0.066000000000,,false
M249 | Aztec,The CS20 Collection,restricted,0.187500000000,,false
P250 | Inferno,The CS20 Collection,restricted,0.081600000000,,false
MP5SD | Agent,The CS20 Collection,restricted,0.750000000000,,false
Five-SeveN | Buddy,The CS20 Collection,restricted,0.495000000000,,false
M249 | Aztec,The CS20 Collection,restricted,0.675000000000,,false
M249 | Aztec,The CS20 Collection,restricted,0.675000000000,,false
UMP-45 | Plastique,The CS20 Collection,restricted,0.200000000000,,false
P250 | Inferno,The CS20 Collection,restricted,0.680000000000,,false
