Name,Collection,Rarity,Float,PriceCents,StatTrak
P90 | Virus,The eSports 2014 Summer Collection,restricted,0.375829505955,,false
Glock-18 | Steel Disruption,The eSports 2014 Summer Collection,restricted,0.181940212310,,false
MP7 | Ocean Foam,The eSports 2014 Summer Collection,restricted,0.061335809975,,false
P90 | Virus,The eSports 2014 Summer Collection,restricted,0.695964347608,,false
PP-Bizon | Blue Streak,The eSports 2014 Summer Collection,restricted,0.197899559911,,false
P90 | Virus,The eSports 2014 Summer Collection,restricted,0.606106765058,,false
Desert Eagle | Crimson Web,The eSports 2014 Summer Collection,restricted,0.805917000709,,false
P90 | Virus,The eSports 2014 Summer Collection,restricted,0.548655459194,,false
Desert Eagle | Crimson Web,The eSports 2014 Summer Collection,restricted,0.831690503967,,false
P90 | Virus,The eSports 2014 Summer Collection,restricted,0.356148623246,,false
