Name,Collection,Rarity,Float,PriceCents,StatTrak
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.900000000000,,false
P90 | Neoqueen,The Revolution Collection,restricted,0.450000000000,,false
MAC-10 | Sakkaku,The Revolution Collection,restricted,0.279600000000,,false
M4A1-S | Emphorosaur-S,The Revolution Collection,restricted,0.800000000000,,false
M4A1-S | Emphorosaur-S,The Revolution Collection,restricted,0.000000000000,,false
M4A1-S | Emphorosaur-S,The Revolution Collection,restricted,0.400000000000,,false
MAC-10 | Sakkaku,The Revolution Collection,restricted,0.210000000000,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.500000000000,,false
Glock-18 | Umbral Rabbit,The Revolution Collection,restricted,0.187500000000,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.000000000000,,false
