Name,Collection,Rarity,Float,PriceCents,StatTrak
G3SG1 | Stinger,The Glove Collection,restricted,0.525000000000,,false
USP-S | Cyrex,The Glove Collection,restricted,0.495000000000,,false
M4A1-S | Flashback,The Glove Collection,restricted,0.000000000000,,false
Nova | Gila,The Glove Collection,restricted,0.075000000000,,false
G3SG1 | Stinger,The Glove Collection,restricted,0.000000000000,,false
M4A1-S | Flashback,The Glove Collection,restricted,0.500000000000,,false
Nova | Gila,The Glove Collection,restricted,0.000000000000,,false
Dual Berettas | Royal Consorts,The Glove Collection,restricted,0.250000000000,,false
USP-S | Cyrex,The Glove Collection,restricted,0.066000000000,,false
Dual Berettas | Royal Consorts,The Glove Collection,restricted,0.900000000000,,false
