Name,Collection,Rarity,Float,PriceCents,StatTrak
AWP | Atheris,The Prisma Collection,restricted,0.482983090045,,false
Tec-9 | Bamboozle,The Prisma Collection,restricted,0.501517471733,,false
AWP | Atheris,The Prisma Collection,restricted,0.076393433237,,false
Desert Eagle | Light Rail,The Prisma Collection,restricted,0.225539794157,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.270475800940,,false
UMP-45 | Moonrise,The Prisma Collection,restricted,0.035712143378,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.032595821054,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.499302011424,,false
Desert Eagle | Light Rail,The Prisma Collection,restricted,0.008184028785,,false
UMP-45 | Moonrise,The Prisma Collection,restricted,0.191848672972,,false
