Name,Collection,Rarity,Float,PriceCents,StatTrak
MP7 | Impire,The Wildfire Collection,restricted,0.086305288483,,false
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.329003279958,,false
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.024731220383,,false
MAG-7 | Praetorian,The Wildfire Collection,restricted,0.010383318001,,false
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.124353131077,,false
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.312239587097,,false
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.353124831159,,false
FAMAS | Valence,The Wildfire Collection,restricted,0.153725698407,,false
MP7 | Impire,The Wildfire Collection,restricted,0.013824652443,,false
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.201632156538,,false
