Name,Collection,Rarity,Float,PriceCents,StatTrak
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.157372720470,,false
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.339794094392,,false
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.247793645040,,false
Dual Berettas | Cobalt Quartz,The Lake Collection,restricted,0.163272399761,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.795519086883,,false
AK-47 | Rat Rod,The Shattered Web Collection,restricted,0.714304560791,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.241970419599,,false
PP-Bizon | Embargo,The Shattered Web Collection,restricted,0.474954798831,,false
AUG | Arctic Wolf,The Shattered Web Collection,restricted,0.324712500571,,false
MP7 | Neon Ply,The Shattered Web Collection,restricted,0.357484182460,,false
