Name,Collection,Rarity,Float,PriceCents,StatTrak
M4A1-S | Nitro,The Safehouse Collection,restricted,0.301027707613,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.235666840192,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.462152947688,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.848983837017,,false
M4A1-S | Nitro,The Safehouse Collection,restricted,0.231307776411,,false
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.435288499838,,false
MP7 | Impire,The Wildfire Collection,restricted,0.181908664244,,false
Glock-18 | Royal Legion,The Wildfire Collection,restricted,0.527751117585,,false
FAMAS | Valence,The Wildfire Collection,restricted,0.247140297888,,false
MAG-7 | Praetorian,The Wildfire Collection,restricted,0.198500217664,,false
